CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Churn Reason Category;Churn Reason Category 2
9747-DDZOS;1;United States;California;Eldridge;95431;38.348884, -122.51699;38348884;-12251699;Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);735;735;Yes;1;74;4378;Network reliability;User Experience on service / product;User Experience on service / product
0564-JJHGS;1;United States;California;Guerneville;95446;38.52576, -123.013347;3852576;-123013347;Male;No;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;955;8291;Yes;1;90;5007;Limited range of services;Customer Support;Customer Support
3348-CFRNX;1;United States;California;Healdsburg;95448;38.618347, -122.908422;38618347;-122908422;Female;No;Yes;No;28;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;9235;26029;Yes;1;71;2990;Lack of affordable download/upload speed;Pricing;Pricing
1428-GTBJJ;1;United States;California;Jenner;95450;38.505995, -123.187019;38505995;-123187019;Male;No;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7455;82475;Yes;1;81;4601;Long distance charges;Pricing;Pricing
8802-UNOJF;1;United States;California;Philo;95466;39.094102, -123.500853;39094102;-123500853;Male;Yes;No;No;12;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;838;102975;Yes;1;78;5565;Extra data charges;Pricing;Pricing
6313-GIDIT;1;United States;California;Point Arena;95468;38.911299, -123.609588;38911299;-123609588;Male;Yes;No;No;53;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5445;285455;Yes;1;65;6280;Price too high;Pricing;Pricing
2845-AFFTX;1;United States;California;Westport;95488;39.724433, -123.767578;39724433;-123767578;Male;Yes;Yes;No;41;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;42593;Yes;1;76;4726;Product dissatisfaction;User Experience on service / product;User Experience on service / product
2249-YPRNG;1;United States;California;The Sea Ranch;95497;38.696659, -123.436861;38696659;-123436861;Female;No;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10585;223965;Yes;1;84;4223;Service dissatisfaction;User Experience on service / product;User Experience on service / product
7410-YTJIK;1;United States;California;Eureka;95501;40.796621, -124.15428;40796621;-12415428;Female;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7545;48075;Yes;1;75;2872;Lack of self-service on Website;Customer Support;Customer Support
4626-GYCZP;1;United States;California;Eureka;95503;40.737431, -124.108897;40737431;-124108897;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;6356;Yes;1;79;3506;Network reliability;User Experience on service / product;User Experience on service / product
5590-BYNII;1;United States;California;Bayside;95524;40.825486, -124.049485;40825486;-124049485;Male;No;No;No;22;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10075;20950;Yes;1;98;4152;Don't know;Don't know;Don't know
3237-AJGEH;1;United States;California;Bridgeville;95526;40.372532, -123.525626;40372532;-123525626;Female;No;Yes;Yes;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;310;9505;Yes;1;67;5122;Don't know;Don't know;Don't know
1591-NFNLQ;1;United States;California;Crescent City;95531;41.701223, -124.003393;41701223;-124003393;Male;No;No;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);800;424235;Yes;1;91;4769;Don't know;Don't know;Don't know
2815-CPTUL;1;United States;California;Gasquet;95543;41.867908, -123.794144;41867908;-123794144;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7025;3319;Yes;1;89;3684;Price too high;Pricing;Pricing
0596-BQCEQ;1;United States;California;Hydesville;95547;40.557314, -124.081662;40557314;-124081662;Female;No;Yes;No;62;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10015;62833;Yes;1;93;4120;Product dissatisfaction;User Experience on service / product;User Experience on service / product
1481-ZUWZA;1;United States;California;Klamath;95548;41.572813, -124.035011;41572813;-124035011;Male;No;No;No;28;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);945;26594;Yes;1;80;5433;Service dissatisfaction;User Experience on service / product;User Experience on service / product
2309-OSFEU;1;United States;California;Smith River;95567;41.950683, -124.097094;41950683;-124097094;Male;No;No;No;10;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;339;29845;Yes;1;84;2529;Lack of self-service on Website;Customer Support;Customer Support
1891-FZYSA;1;United States;California;Piercy;95587;39.955587, -123.681175;39955587;-123681175;Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8995;614315;Yes;1;82;6363;Network reliability;User Experience on service / product;User Experience on service / product
7613-LLQFO;1;United States;California;Amador City;95601;38.431407, -120.8421;38431407;-1208421;Male;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8445;105955;Yes;1;100;3330;Limited range of services;Customer Support;Customer Support
2640-PMGFL;1;United States;California;West Sacramento;95605;38.592745, -121.540036;38592745;-121540036;Male;No;No;No;27;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;795;218055;Yes;1;100;2518;Lack of affordable download/upload speed;Pricing;Pricing
3801-HMYNL;1;United States;California;Brooks;95606;38.809804, -122.241383;38809804;-122241383;Male;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;8915;8915;Yes;1;68;3123;Long distance charges;Pricing;Pricing
9685-WKZGT;1;United States;California;Carmichael;95608;38.626128, -121.328011;38626128;-121328011;Male;Yes;No;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;103675;Yes;1;70;2075;Extra data charges;Pricing;Pricing
6022-UGGSO;1;United States;California;Citrus Heights;95610;38.69508, -121.271616;3869508;-121271616;Female;Yes;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;744;227695;Yes;1;90;2091;Price too high;Pricing;Pricing
4484-CGXFK;1;United States;California;El Dorado;95623;38.63153, -120.842609;3863153;-120842609;Female;No;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;553;19615;Yes;1;96;3190;Product dissatisfaction;User Experience on service / product;User Experience on service / product
6214-EDAKZ;1;United States;California;Elverta;95626;38.734997, -121.463719;38734997;-121463719;Female;No;Yes;Yes;22;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;5515;120605;Yes;1;79;5115;Service dissatisfaction;User Experience on service / product;User Experience on service / product
6127-ISGTU;1;United States;California;Garden Valley;95633;38.852544, -120.837669;38852544;-120837669;Female;No;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8495;137825;Yes;1;67;3075;Lack of self-service on Website;Customer Support;Customer Support
8740-XLHDR;1;United States;California;Greenwood;95635;38.921333, -120.897718;38921333;-120897718;Male;No;No;No;5;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;4325;2190;Yes;1;67;5824;Network reliability;User Experience on service / product;User Experience on service / product
1208-DNHLN;1;United States;California;Grizzly Flats;95636;38.636102, -120.522149;38636102;-120522149;Male;No;Yes;No;23;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic);4835;106715;Yes;1;83;4580;Don't know;Don't know;Don't know
1761-AEZZR;1;United States;California;Guinda;95637;38.830739, -122.196202;38830739;-122196202;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7955;7955;Yes;1;72;5593;Don't know;Don't know;Don't know
3923-CSIHK;1;United States;California;Herald;95638;38.313447, -121.123886;38313447;-121123886;Female;Yes;Yes;No;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7105;344485;Yes;1;94;5746;Don't know;Don't know;Don't know
7120-RFMVS;1;United States;California;Isleton;95641;38.154823, -121.601358;38154823;-121601358;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;845;845;Yes;1;73;4340;Price too high;Pricing;Pricing
7317-GGVPB;1;United States;California;Lotus;95651;38.815515, -120.916997;38815515;-120916997;Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1086;76909;Yes;1;97;4982;Product dissatisfaction;User Experience on service / product;User Experience on service / product
1322-AGOQM;1;United States;California;Mather;95655;38.549822, -121.266725;38549822;-121266725;Male;No;No;No;46;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);303;13801;Yes;1;95;2243;Service dissatisfaction;User Experience on service / product;User Experience on service / product
3677-IYRBF;1;United States;California;Newcastle;95658;38.883224, -121.15918;38883224;-12115918;Female;Yes;No;No;2;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;304;7865;Yes;1;90;4002;Lack of self-service on Website;Customer Support;Customer Support
5692-FPTAH;1;United States;California;Nicolaus;95659;38.788898, -121.608624;38788898;-121608624;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;454;454;Yes;1;67;2168;Network reliability;User Experience on service / product;User Experience on service / product
1550-LOAHA;1;United States;California;Orangevale;95662;38.689174, -121.218435;38689174;-121218435;Female;No;Yes;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);8415;258595;Yes;1;74;4017;Limited range of services;Customer Support;Customer Support
0268-QKIWO;1;United States;California;Pilot Hill;95664;38.803731, -121.043799;38803731;-121043799;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1975;5885;Yes;1;83;2647;Lack of affordable download/upload speed;Pricing;Pricing
0876-WDUUZ;1;United States;California;Pine Grove;95665;38.400264, -120.641274;38400264;-120641274;Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);854;4259;Yes;1;90;3716;Long distance charges;Pricing;Pricing
0617-FHSGK;1;United States;California;Rancho Cordova;95670;38.602723, -121.279913;38602723;-121279913;Male;No;No;No;49;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);752;36783;Yes;1;90;5283;Extra data charges;Pricing;Pricing
2858-MOFSQ;1;United States;California;Rio Oso;95674;38.954144, -121.482536;38954144;-121482536;Female;No;No;No;17;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;Yes;Mailed check;5585;9375;Yes;1;76;5472;Price too high;Pricing;Pricing
8118-LSUEL;1;United States;California;Roseville;95678;38.759751, -121.288545;38759751;-121288545;Male;Yes;No;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1064;24835;Yes;1;79;5507;Product dissatisfaction;User Experience on service / product;User Experience on service / product
7005-CCBKV;1;United States;California;Thornton;95686;38.157794, -121.520223;38157794;-121520223;Male;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;844;55635;Yes;1;77;4539;Service dissatisfaction;User Experience on service / product;User Experience on service / product
4250-FDVOU;1;United States;California;Woodland;95695;38.71967, -121.862416;3871967;-121862416;Female;No;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;5625;3891;Yes;1;95;4110;Lack of self-service on Website;Customer Support;Customer Support
5277-ZLOOR;1;United States;California;Applegate;95703;38.983388, -120.988814;38983388;-120988814;Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8555;18745;Yes;1;86;5512;Network reliability;User Experience on service / product;User Experience on service / product
2141-RRYGO;1;United States;California;Camino;95709;38.748316, -120.675512;38748316;-120675512;Female;No;No;No;4;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);6865;26125;Yes;1;76;5274;Don't know;Don't know;Don't know
6376-GAHQE;1;United States;California;Dutch Flat;95714;39.197215, -120.83679;39197215;-12083679;Male;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;7785;2992;Yes;1;65;2140;Don't know;Don't know;Don't know
5052-PNLOS;1;United States;California;Echo Lake;95721;38.851842, -120.076204;38851842;-120076204;Male;No;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10535;32325;Yes;1;65;3662;Don't know;Don't know;Don't know
6979-ZNSFF;1;United States;California;Pollock Pines;95726;38.733908, -120.453416;38733908;-120453416;Female;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8705;7621;Yes;1;69;2545;Price too high;Pricing;Pricing
2386-LAHRK;1;United States;California;Weimar;95736;39.00978, -120.978273;3900978;-120978273;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;535;535;Yes;1;80;5094;Product dissatisfaction;User Experience on service / product;User Experience on service / product
6032-IGALN;1;United States;California;Granite Bay;95746;38.749466, -121.184196;38749466;-121184196;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;251;251;Yes;1;79;4769;Service dissatisfaction;User Experience on service / product;User Experience on service / product
4248-HCETZ;1;United States;California;Sacramento;95814;38.584505, -121.491956;38584505;-121491956;Male;Yes;Yes;No;30;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;7965;236515;Yes;1;73;2174;Lack of self-service on Website;Customer Support;Customer Support
0516-WJVXC;1;United States;California;Sacramento;95818;38.556306, -121.495817;38556306;-121495817;Female;No;No;No;5;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;542;30825;Yes;1;78;5476;Network reliability;User Experience on service / product;User Experience on service / product
9174-FKWZE;1;United States;California;Sacramento;95819;38.567594, -121.437507;38567594;-121437507;Female;Yes;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;1945;1945;Yes;1;78;3848;Limited range of services;Customer Support;Customer Support
8809-RIHDD;1;United States;California;Sacramento;95827;38.549185, -121.328386;38549185;-121328386;Male;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1034;737265;Yes;1;83;5055;Lack of affordable download/upload speed;Pricing;Pricing
4822-NGOCH;1;United States;California;Sacramento;95831;38.494832, -121.529447;38494832;-121529447;Female;No;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8445;10586;Yes;1;74;5801;Long distance charges;Pricing;Pricing
5307-DZCVC;1;United States;California;Sacramento;95835;38.685069, -121.543709;38685069;-121543709;Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8595;26286;Yes;1;74;2431;Extra data charges;Pricing;Pricing
8679-JOEVF;1;United States;California;Sacramento;95838;38.646096, -121.442433;38646096;-121442433;Female;Yes;No;No;16;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;594;10239;Yes;1;87;5556;Price too high;Pricing;Pricing
1432-FPAXX;1;United States;California;Beale Afb;95903;39.125311, -121.392283;39125311;-121392283;Female;No;No;No;29;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;306;85635;Yes;1;77;3615;Product dissatisfaction;User Experience on service / product;User Experience on service / product
4803-AXVYP;1;United States;California;Butte City;95920;39.449794, -121.936372;39449794;-121936372;Female;Yes;No;No;38;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9955;373425;Yes;1;100;3474;Service dissatisfaction;User Experience on service / product;User Experience on service / product
3884-HCSWG;1;United States;California;Camptonville;95922;39.432127, -121.099287;39432127;-121099287;Female;No;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;700;11445;Yes;1;70;4390;Lack of self-service on Website;Customer Support;Customer Support
5077-DXTCG;1;United States;California;Challenge;95925;39.461768, -121.195825;39461768;-121195825;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;453;453;Yes;1;86;2293;Network reliability;User Experience on service / product;User Experience on service / product
1142-WACZW;1;United States;California;Chico;95926;39.745712, -121.84333;39745712;-12184333;Male;No;No;No;2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);2985;756;Yes;1;95;4268;Don't know;Don't know;Don't know
5649-ANRML;1;United States;California;Clipper Mills;95930;39.562239, -121.14836;39562239;-12114836;Male;Yes;No;No;2;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);951;18025;Yes;1;90;4486;Don't know;Don't know;Don't know
4892-VLANZ;1;United States;California;Colusa;95932;39.273096, -122.050763;39273096;-122050763;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;198;198;Yes;1;96;5600;Don't know;Don't know;Don't know
2919-HBCJO;1;United States;California;Downieville;95936;39.578792, -120.780786;39578792;-120780786;Female;No;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7665;3336;Yes;1;97;4580;Moved;External;External
4236-XPXAV;1;United States;California;Dunnigan;95937;38.931425, -121.946081;38931425;-121946081;Female;No;Yes;No;5;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;9915;46505;Yes;1;74;2283;Moved;External;External
3030-YZADT;1;United States;California;Grass Valley;95949;39.099204, -121.137962;39099204;-121137962;Male;No;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;4310;Yes;1;66;5023;Competitor had better devices;Competitor Acquisition;User Experience on service / product
7410-KTVFV;1;United States;California;Grimes;95950;39.033058, -121.895718;39033058;-121895718;Male;No;Yes;No;18;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;4955;87835;Yes;1;97;2815;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
8393-DLHGA;1;United States;California;Palermo;95968;39.435756, -121.552071;39435756;-121552071;Male;No;No;No;25;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;959;244875;Yes;1;68;2241;Competitor offered more data;Competitor Acquisition;User Experience on service / product
7395-IGJOS;1;United States;California;Quincy;95971;39.971228, -121.041166;39971228;-121041166;Male;Yes;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);815;13292;Yes;1;79;3443;Competitor made better offer;Competitor Acquisition;Pricing
2834-SPCJV;1;United States;California;Rough And Ready;95975;39.225634, -121.156163;39225634;-121156163;Male;No;Yes;No;52;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;841;434865;Yes;1;75;6216;Competitor had better devices;Competitor Acquisition;User Experience on service / product
7890-VYYWG;1;United States;California;Sutter;95982;39.172777, -121.805845;39172777;-121805845;Male;Yes;Yes;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;3645;937;Yes;1;89;3766;Competitor had better devices;Competitor Acquisition;User Experience on service / product
9907-SWKKF;1;United States;California;Twain;95984;40.022184, -121.062384;40022184;-121062384;Female;Yes;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2505;2505;Yes;1;65;4842;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
0587-DMGBH;1;United States;California;Willows;95988;39.493991, -122.286363;39493991;-122286363;Female;No;No;No;8;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4985;36555;Yes;1;75;2269;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
6397-JNZZG;1;United States;California;Adin;96006;41.171578, -120.913161;41171578;-120913161;Female;Yes;Yes;No;43;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);5555;23422;Yes;1;85;2573;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
3523-QRQLL;1;United States;California;Bieber;96009;41.083464, -121.107929;41083464;-121107929;Female;No;Yes;No;22;Yes;No;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);695;14982;Yes;1;94;5922;Competitor offered more data;Competitor Acquisition;User Experience on service / product
0895-DQHEW;1;United States;California;Burney;96013;40.946785, -121.719489;40946785;-121719489;Male;No;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1043;527815;Yes;1;77;4019;Competitor offered more data;Competitor Acquisition;User Experience on service / product
8149-RSOUN;1;United States;California;Dorris;96023;41.949216, -122.050062;41949216;-122050062;Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;9385;Yes;1;78;3014;Competitor offered more data;Competitor Acquisition;User Experience on service / product
7250-EQKIY;1;United States;California;Fort Jones;96032;41.5837, -122.935922;415837;-122935922;Female;No;Yes;Yes;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;5045;5045;Yes;1;75;2426;Competitor made better offer;Competitor Acquisition;Pricing
4013-UBXWQ;1;United States;California;Hayfork;96041;40.547857, -123.187265;40547857;-123187265;Female;No;No;No;7;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;7465;5211;Yes;1;67;4612;Competitor made better offer;Competitor Acquisition;Pricing
5519-NPHVG;1;United States;California;Klamath River;96050;41.816595, -122.948287;41816595;-122948287;Female;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;942;10461;Yes;1;73;3975;Price too high;Pricing;Pricing
8849-GYOKR;1;United States;California;Mineral;96063;40.408796, -121.579609;40408796;-121579609;Female;No;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);10655;57633;Yes;1;90;4893;Product dissatisfaction;User Experience on service / product;User Experience on service / product
3148-BLQJT;1;United States;California;Montague;96064;41.759864, -122.379175;41759864;-122379175;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;201;201;Yes;1;80;5747;Service dissatisfaction;User Experience on service / product;User Experience on service / product
0461-CVKMU;1;United States;California;Oak Run;96069;40.689243, -122.037023;40689243;-122037023;Female;No;Yes;No;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;838;190025;Yes;1;80;5737;Lack of self-service on Website;Customer Support;Customer Support
8806-EAGWC;1;United States;California;Old Station;96071;40.656287, -121.428965;40656287;-121428965;Male;No;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;5515;15915;Yes;1;78;5698;Network reliability;User Experience on service / product;User Experience on service / product
7779-LGOVN;1;United States;California;Paskenta;96074;39.884395, -122.587513;39884395;-122587513;Male;Yes;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8665;85665;Yes;1;84;4990;Limited range of services;Customer Support;Customer Support
9710-ZUSHQ;1;United States;California;Red Bluff;96080;40.186772, -122.388361;40186772;-122388361;Female;Yes;No;No;37;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10675;405675;Yes;1;92;5849;Lack of affordable download/upload speed;Pricing;Pricing
4183-WCSEP;1;United States;California;Weaverville;96093;40.759401, -122.939337;40759401;-122939337;Male;No;No;No;31;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;7845;243515;Yes;1;72;3091;Long distance charges;Pricing;Pricing
5498-TXHLF;1;United States;California;Whitmore;96096;40.637105, -121.906949;40637105;-121906949;Female;No;Yes;No;34;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;8745;287415;Yes;1;98;3358;Extra data charges;Pricing;Pricing
9722-UJOJR;1;United States;California;Blairsden Graeagle;96103;39.783747, -120.661032;39783747;-120661032;Male;No;Yes;No;29;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7075;19748;Yes;1;73;2663;Price too high;Pricing;Pricing
3902-FOIGH;1;United States;California;Doyle;96109;40.012675, -120.101857;40012675;-120101857;Male;Yes;Yes;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10135;121855;Yes;1;68;3967;Product dissatisfaction;User Experience on service / product;User Experience on service / product
6772-KSATR;1;United States;California;Eagleville;96110;41.280341, -120.150381;41280341;-120150381;Male;No;No;No;1;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;817;817;Yes;1;83;5574;Service dissatisfaction;User Experience on service / product;User Experience on service / product
7112-OPOTK;1;United States;California;Fort Bidwell;96112;41.932207, -120.135941;41932207;-120135941;Male;No;No;No;33;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6825;217115;Yes;1;100;5647;Lack of self-service on Website;Customer Support;Customer Support
4210-QFJMF;1;United States;California;Lake City;96115;41.729079, -120.225025;41729079;-120225025;Female;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7915;31725;Yes;1;68;5762;Network reliability;User Experience on service / product;User Experience on service / product
3318-OSATS;1;United States;California;Sierra City;96125;39.600599, -120.636358;39600599;-120636358;Male;Yes;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9545;347405;Yes;1;91;2080;Don't know;Don't know;Don't know
5828-AVIPD;1;United States;California;Sierraville;96126;39.559709, -120.345639;39559709;-120345639;Male;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;10095;187555;Yes;1;73;4072;Don't know;Don't know;Don't know
1086-LXKFY;1;United States;California;Westwood;96137;40.271535, -121.018087;40271535;-121018087;Female;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;691;691;Yes;1;92;4779;Don't know;Don't know;Don't know
